category,product,price,rating,rating_score,answered_questions,favorite,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,image_name
laptop,"Huawei Matebook D15 Intel Core I7 1195g7 16gb 512gb Ssd Windows 11 Home 15.6"" Fhd BoDE-WFE9AL",22.399 TL,62,4.8,270,6414 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_0.png
monitor,"ElectroMaster EM-117 17"" 43 Ekran 12V Full HD Karavan - Tekne - Yat Lcd Monitör TV",1.699 TL,,,15,,Ekran Boyutu | 17 inç,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1366 x 768,Panel Tipi | IPS,Tepki Süresi | 5 ms,Görüntüleme Teknolojisi | IPS,Curved (Kavisli) | Yok,Ekran Yenilenme Hızı | 50 Hz,monitor_image_309.png
monitor,"ASUS Rog Swift PG27AQDM 26.5 inç 240Hz 0,03ms OLED QHD Gaming Monitör",39.199 TL,1,5.0,5,123 Favori,Ekran Yenilenme Hızı | 240 Hz,Ekran Boyutu | 25 inç,Çözünürlük | 2560 x 1440,Panel Tipi | IPS,Sync Teknolojisi | GSync,Dahili Hoparlör | Var,Vesa Uyumluluğu | Var,Görüntüleme Teknolojisi | OLED,monitor_image_310.png
monitor,"ASUS VG279Q1R 27"" 144Hz 1ms (HDMI+Display) FreeSync Full HD IPS MONLCD27ASUVG27Q1",5.209 TL,75,4.6,77,1931 Favori,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 144 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,monitor_image_311.png
monitor,"Corpus Yayınları Corpus Zen 19"" 5 Ms 60 Hz Hdmı+vga Hd Tn Led Monitör 564566",1.500 TL,4,3.0,13,399 Favori,Ekran Boyutu | 19 inç,Ekran Yenilenme Hızı | 60 Hz,Çözünürlük | 1440 x 900,Garanti Tipi | İthalatçı Garantili,Panel Tipi | TN,Tepki Süresi | 5 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Yok,monitor_image_312.png
monitor,"ACER Ek241yh 23,8"" 100hz 1ms (hdmı + Vga) Freesync Full Hd Va Monitör Um.qe1ee.h01 UM.QE1EE.H01",2.799 TL,,,4,89 Favori,"Ekran Boyutu | 23,8 inç",Ekran Yenilenme Hızı | 100 Hz,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | VA,Tepki Süresi | 1 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Yok,monitor_image_313.png
monitor,"ACER VG270Sbmiipx 27"" 0.5ms 165Hz FHD IPS FreeSync Gaming Monitör UM.HV0EE.S01",5.119 TL,8,4.6,31,417 Favori,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 165 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | FreeSync,Tepki Süresi | 0.5 ms,Dahili Hoparlör | Var,monitor_image_314.png
monitor,"Samsung 57"" Odyssey Neo G9 Ls57cg952nuxuf 1ms 240hz (HDMI DİSPLAY) Dual Uhd Curved Gaming Monitör LS57CG952NUXUF",59.999 TL,,,3,112 Favori,Ekran Boyutu | 55 inç,Ekran Yenilenme Hızı | 240 Hz,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 5120 x 1440,Panel Tipi | VA,Tepki Süresi | 1 ms,Curved (Kavisli) | Var,Kullanım Amacı | Profesyonel,monitor_image_315.png
monitor,TURBOX 24” Inspiration W MT-L238FHD 5ms 75Hz VGA HDMI 1920x1080 Monitör(Frameless) White -Beyaz P10600S4815,2.974 TL,,,6,95 Favori,"Ekran Boyutu | 23,6 inç",Görüntüleme Teknolojisi | LED,Ekran Yenilenme Hızı | 75 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | Yok,Tepki Süresi | 12 ms,Dahili Hoparlör | Yok,monitor_image_316.png
monitor,Gamepower Intense X40 27'' 1ms 240hz Curved Rgb Gaming Monitör,6.599 TL,103,4.3,282,4554 Favori,Ekran Yenilenme Hızı | 240 Hz,Ekran Boyutu | 27 inç,Görüntüleme Teknolojisi | LED,Çözünürlük | 1920 x 1080,Panel Tipi | VA,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_317.png
monitor,"Gamebooster GB-2726CF 27'' 240HZ 1MS FULLHD FREESYNC, G-SYNC 2XHDMI 2XDP VA CURVED GAMING MONİTÖR",5.899 TL,1,1.0,5,76 Favori,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 240 Hz,Panel Tipi | VA,Çözünürlük | 1920 x 1080,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Yok,Görüntüleme Teknolojisi | VA,monitor_image_318.png
monitor,AOC 24g2sae-bk 23.8'' 1ms 165hz Full Hd Va Freesync Premium Oyuncu Monitörü 24G2SAE-BK,4.599 TL,12,4.5,48,667 Favori,Ekran Boyutu | 24 inç,Görüntüleme Teknolojisi | LED,Ekran Yenilenme Hızı | 165 Hz,Panel Tipi | VA,Çözünürlük | 1920 x 1080,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_319.png
monitor,"Everest M-635 Gaming 23.8"" Led 6ms 75hz 1920x1080 Fullhd Vga Hdmı Çerçevesiz Siyah Monitör T05884",2.690 TL,240,4.1,201,8756 Favori,Ekran Yenilenme Hızı | 75 Hz,"Ekran Boyutu | 23,8 inç",Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | TN,Tepki Süresi | 5 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Yok,monitor_image_320.png
monitor,Twisted Minds 22 TM22FHD100IPS FHD 100HZ 1MS HDMI VGA IPS FREESYNC/GSYNC ÇERÇEVESİZ GAMING MONİTÖR,2.699 TL,,,2,,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 22 inç,Ekran Yenilenme Hızı | 100 Hz,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,Vesa Uyumluluğu | Var,monitor_image_321.png
monitor,ViewSonic 32 Vx3218-pc-mhd Fhd 1920x1080 1ms 165hz 2xhdmı+dp 1500r Curve Adaptıvesync Gamıng Monitör PRA-3661787-3166,7.095 TL,29,4.5,78,1254 Favori,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 32 inç,Görüntüleme Teknolojisi | LED,Çözünürlük | 2160 x 1440,Panel Tipi | VA,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,monitor_image_322.png
monitor,MSI G244F 23.8 inç 170Hz 1ms Full HD FreeSync Premium Rapid IPS Gaming Monitör,4.499 TL,1,1.0,4,80 Favori,Görüntüleme Teknolojisi | IPS,"Ekran Boyutu | 23,8 inç",Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Yok,monitor_image_323.png
monitor,"Cenova Cn-17m 17` Inç 1080p Hdmı, Vga, Rca Video&ses Monitör CN-17M","1.498,89 TL",80,4.5,106,647 Favori,Ekran Boyutu | 17 inç,Ekran Yenilenme Hızı | 60 Hz,Çözünürlük | 1920 x 1080,Garanti Tipi | İthalatçı Garantili,Panel Tipi | TFT-LCD,Tepki Süresi | 5 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Yok,monitor_image_324.png
monitor,ACER 23.8 Nıtro Vg240ysbmiipx Fhd Ips Led 1ms 165hz 2xhdmı Dp Cercevesiz Gamıng Monıtor PRA-2136124-1700,4.149 TL,29,4.7,88,921 Favori,"Ekran Boyutu | 23,8 inç",Ekran Yenilenme Hızı | 165 Hz,Görüntüleme Teknolojisi | LED,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,monitor_image_325.png
monitor,ASUS Rog Strıx Xg249cm 23.8 Inç 270hz 1ms Fhd Freesync Premium Hdr10 Gaming Monitör XG249CM,8.899 TL,6,,37,462 Favori,Görüntüleme Teknolojisi | IPS,"Ekran Boyutu | 23,8 inç",Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_326.png
monitor,"ViewSonic Va2732h 27"" 4ms 75mhz (vga-hdmı) Ips Full Hd Monitör T07757",3.299 TL,18,4.7,14,358 Favori,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 75 Hz,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | Yok,Tepki Süresi | 4 ms,Dahili Hoparlör | Yok,monitor_image_327.png
monitor,"HP X24c 23.6"" 144hz 4ms (hdmı+dp) Full Hd Curved Freesync Oyuncu Monitör (9fm22aa) 9FM22AA",3.905 TL,83,4.6,92,1914 Favori,Ekran Yenilenme Hızı | 144 Hz,"Ekran Boyutu | 23,6 inç",Çözünürlük | 1920 x 1080,Garanti Tipi | Resmi Distribütör Garantili,Panel Tipi | VA,Tepki Süresi | 4 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Var,monitor_image_328.png
monitor,"Casper Excalibur M.E238FIF-D 23.8"" 200HZ 1MS 300NIT Fast IPS (HDMI+Display) Freesync + G-Sync FHD Monitör",4.299 TL,5,4.4,16,209 Favori,Görüntüleme Teknolojisi | IPS,Ekran Yenilenme Hızı | 200 Hz,"Ekran Boyutu | 23,8 inç",Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_329.png
monitor,J-TECH Turbox Curved Trustier S Mt-l236cfhd 75hz 2ms Vga Hdmi 1920x1080 23.6'' R1800 Frameless Monitör P8123S6039,3.180 TL,4,4.8,12,243 Favori,"Ekran Boyutu | 23,6 inç",Ekran Yenilenme Hızı | 75 Hz,Görüntüleme Teknolojisi | LED,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | Yok,Tepki Süresi | 12 ms,Dahili Hoparlör | Yok,monitor_image_330.png
monitor,"MSI G321cuv 31.5"" Curved 1500r Va 3840x2160 (UHD) 16:9 60hz 4ms Hdr Ready Gamıng Monıtor G321CUV","12.129,75 TL",4,3.0,2,97 Favori,"Ekran Boyutu | 31,5 inç",Ekran Yenilenme Hızı | 60 Hz,Çözünürlük | 3840 x 2160,Garanti Tipi | Resmi Distribütör Garantili,Panel Tipi | VA,Tepki Süresi | 4 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Var,monitor_image_331.png
monitor,"LENOVO Q27q-1l 27"" 4ms 75hz (hdmı+display) Amd Freesync Ips Monitör 66c1gac3tk 195235901328",6.449 TL,27,4.9,17,433 Favori,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 75 Hz,Çözünürlük | 2560 x 1440,Panel Tipi | IPS,Tepki Süresi | 4 ms,Görüntüleme Teknolojisi | IPS,Curved (Kavisli) | Yok,Garanti Tipi | Lenovo Türkiye Garantili,monitor_image_332.png
monitor,ASUS 24 VG248QG 1920x1080 165Hz DVI-D Hdmı Dp 0.5ms Vesa Pivot FreeSync G-Sync Oyuncu Led Monitör,4.990 TL,80,4.5,129,1913 Favori,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 24 inç,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | TN,Tepki Süresi | 0.5 ms,Curved (Kavisli) | Yok,Kullanım Amacı | Oyun,monitor_image_333.png
monitor,BENQ 32 Ew3270u (3840x2160) 4k Freesync 4ms (hdmı+dp+usb Type-c) Va Hdr10 2wx2 Pro Monitör EW3270U,8.999 TL,2,5.0,10,192 Favori,Ekran Yenilenme Hızı | 75 Hz,Ekran Boyutu | 32 inç,Çözünürlük | 3840 x 2160,Panel Tipi | IPS,Tepki Süresi | 4 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Var,Garanti Tipi | BENQ Türkiye Garantili,monitor_image_334.png
monitor,RAZER Raptor 1ms 165hz(hdmı+displayport+type-c)g-sync/freesync Pre Gaming Monitör-rz39-03500100-r3g1 8886419367239,"12.498,98 TL",,,2,64 Favori,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 165 Hz,Çözünürlük | 2560 x 1440,Panel Tipi | IPS,Sync Teknolojisi | GSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_335.png
monitor,"ASUS TUF VG249Q 23.8"" 144Hz 1ms (HDMI+Analog+Display) FreeSync Full HD IPS Monitör",4.839 TL,42,4.5,109,901 Favori,"Ekran Boyutu | 23,8 inç",Ekran Yenilenme Hızı | 144 Hz,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Tepki Süresi | 1 ms,Kullanım Amacı | Oyun,Renk | Siyah,monitor_image_336.png
monitor,ASUS Rog Strix Xg258q 24.5 Inç 240hz 1ms Full Hd Aura Rgb Adaptive Sync Tn Gaming Monitör 210156630,9.999 TL,3,5.0,14,467 Favori,"Ekran Boyutu | 24,5 inç",Ekran Yenilenme Hızı | 240 Hz,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | TN,Tepki Süresi | 1 ms,Kullanım Amacı | Oyun,Renk | Siyah,monitor_image_337.png
monitor,ViewSonic Vx3219-pc-mhd 31.5 1920x1080 240hz 1ms Hdmı Dp Curved Led Monitör VX3219-PC-MHD,6.889 TL,8,4.5,12,274 Favori,"Ekran Boyutu | 31,5 inç",Ekran Yenilenme Hızı | 240 Hz,Görüntüleme Teknolojisi | LED,Çözünürlük | 1920 x 1080,Panel Tipi | AH IPS,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,monitor_image_338.png
monitor,"ViewSonic 27"" Va Vx2718-2kpc-mhdj 1ms 165hz Hdmı-dp Kavisli Gamıng Monitör 2560x1440 D-210239522",9.999 TL,,,,,Ekran Yenilenme Hızı | 60 Hz,Görüntüleme Teknolojisi | IPS,Çözünürlük | 1280 x 1024,Panel Tipi | AH IPS,Tepki Süresi | 0.5 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Yok,Çözünürlük Standartı | Full HD (FHD),monitor_image_339.png
monitor,Baseus I-wok Serisi Usb Kademeli Karartma Ekranı Askılı Lamba Siyah DGIWK-B01,1.239 TL,41,4.3,27,663 Favori,Ekran Yenilenme Hızı | 144 Hz,Ekran Boyutu | 15 inç,Çözünürlük | 1280 x 800,Panel Tipi | AH IPS,Tepki Süresi | 0.5 ms,Curved (Kavisli) | Yok,Garanti Tipi | Asus Türkiye Garantili,Kullanım Amacı | Ev Kullanıcısı,monitor_image_340.png
monitor,ASUS Tuf Gaming Vg27aq1a 27 Inç 170hz 1ms Qhd Ips G-sync Gaming Monitör VG27AQ1A,8.329 TL,78,4.6,74,859 Favori,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 27 inç,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 2560 x 1440,Panel Tipi | IPS,Tepki Süresi | 1 ms,Görüntüleme Teknolojisi | IPS,Curved (Kavisli) | Yok,monitor_image_341.png
monitor,MSI 23.6 Optıx G24c4 Fhd Va 144hz 1ms Hdmı Dp Curved Gamıng Monıtor OPTIX G24C4,5.699 TL,329,4.7,528,12854 Favori,Ekran Yenilenme Hızı | 144 Hz,"Ekran Boyutu | 23,6 inç",Çözünürlük | 1920 x 1080,Panel Tipi | VA,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_342.png
monitor,"Gamebooster 23.8"" Gb-2475ff 75hz 1ms Hdmı Vga Fhd Ips Gaming Monitör GB-2475FF",2.859 TL,3,4.7,5,128 Favori,Görüntüleme Teknolojisi | IPS,"Ekran Boyutu | 23,8 inç",Ekran Yenilenme Hızı | 75 Hz,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | Yok,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_343.png
monitor,"AOC 27"" CQ27G2SE/BK 1MS 165HZ 2K DP AOC 27"" CQ27G2SE/BK 1MS 165HZ 2K DP",9.000 TL,,,,,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 165 Hz,Görüntüleme Teknolojisi | IPS,Panel Tipi | NTSC,Çözünürlük | 2560 x 1440,Sync Teknolojisi | Yok,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_344.png
monitor,LG Ultragear 24gn65r-b 23.8'' 1ms 144 Hz Amd Freesync™ Ips Fhd Gaming Monitör 8806087955521,4.589 TL,9,4.9,17,269 Favori,Görüntüleme Teknolojisi | IPS,"Ekran Boyutu | 23,8 inç",Ekran Yenilenme Hızı | 144 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_345.png
monitor,"Rampage Rm-244 Flash 24"" FHD 1ms 144hz G-sync Freesync Hdmı Dp Led Siyah Monitör (Rampage Türkiye Garantili) RM-244 FLASH",5.999 TL,415,4.0,285,7558 Favori,Ekran Boyutu | 24 inç,Görüntüleme Teknolojisi | LED,Ekran Yenilenme Hızı | 144 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | TN,Sync Teknolojisi | GSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_346.png
monitor,"LG 45GR95QE-B 45 inc 240Hz 0,03ms G-SYNC WQHD OLED Curved Gaming Monitör",57.499 TL,1,5.0,1,,Ekran Yenilenme Hızı | 240 Hz,Ekran Boyutu | 43 inç,Çözünürlük | 3440 x 1440,Panel Tipi | IPS,Tepki Süresi | 0.5 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,Görüntüleme Teknolojisi | OLED,monitor_image_347.png
monitor,"Rampage Blaze Bl 27r165c 27"" 165hz 1ms Csot Va Full Hd Freesync Pc Curved Oyuncu Monitörü BL27R165C",5.399 TL,49,4.7,87,720 Favori,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 27 inç,Panel Tipi | VA,Çözünürlük | 1920 x 1080,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_348.png
monitor,MSI G272QPF 27 1ms 170Hz WQHD Gsync IPS Gaming Monitör,"9.399,90 TL",9,4.8,12,162 Favori,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Çözünürlük | 2560 x 1440,Panel Tipi | IPS,Sync Teknolojisi | GSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_349.png
monitor,"MSI 27"" G274QPF QD 170Hz 1ms(GtG) HDMI DP HDR400 FreeSync Premium WQHD Rapid IPS Gaming Monitör",10.699 TL,22,4.8,21,282 Favori,Görüntüleme Teknolojisi | IPS,Çözünürlük | 2560 x 1440,Ekran Boyutu | 27 inç,Panel Tipi | IPS,Sync Teknolojisi | GSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,monitor_image_350.png
monitor,ACER 23.8'' Nitro QG241Ybii 1ms Analog+ HDMI VA Amd FreeSync Full HD Gaming Monitör 10187281,3.130 TL,354,4.8,380,7437 Favori,Ekran Yenilenme Hızı | 75 Hz,"Ekran Boyutu | 23,8 inç",Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | VA,Tepki Süresi | 1 ms,Kullanım Amacı | Oyun,Renk | Siyah,monitor_image_351.png
monitor,Rampage Rm-420 Black Eagle 27 Fhd 165hz Ips Panel Vga + Hdmı*2 + Dp Flat Pc Oyuncu Monitörü RM-420,6.999 TL,529,4.4,347,6844 Favori,Görüntüleme Teknolojisi | IPS,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 27 inç,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Sync Teknolojisi | Yok,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,monitor_image_352.png
monitor,ASUS ROG Strix XG259QN 24.5 inç 380 Hz 0.3ms Full HD FreeSync Premium IPS eSports Gaming Monitör,18.299 TL,,,,,Görüntüleme Teknolojisi | IPS,"Ekran Boyutu | 24,5 inç",Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Sync Teknolojisi | FreeSync,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,Ekran Yenilenme Hızı | 360 Hz,monitor_image_353.png
monitor,"Gamepower Intense X20 27"" 165hz 1ms Curved Rgb Gaming Oyuncu Monitör INTENSEx20",5.099 TL,92,4.6,131,2321 Favori,Ekran Yenilenme Hızı | 165 Hz,Ekran Boyutu | 27 inç,Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | VA,Tepki Süresi | 1 ms,Görüntüleme Teknolojisi | LED,Curved (Kavisli) | Var,monitor_image_354.png
monitor,"Gamebooster GB-2420CF 23.8"" 200Hz 1ms VA FHD FreeSync, G-Sync HDMI*1+DP*1Curved Gaming Monitör",4.199 TL,,,,,Ekran Yenilenme Hızı | 200 Hz,"Ekran Boyutu | 23,8 inç",Garanti Tipi | Resmi Distribütör Garantili,Çözünürlük | 1920 x 1080,Panel Tipi | VA,Tepki Süresi | 1 ms,Curved (Kavisli) | Var,Kullanım Amacı | Oyun,monitor_image_355.png
monitor,Dell Alienware AW2724HF 27 inç 360Hz 0.5ms Full HD Adaptive Sync Fast IPS Gaming Monitör,13.799 TL,,,4,,Görüntüleme Teknolojisi | IPS,Ekran Boyutu | 27 inç,Panel Tipi | IPS,Çözünürlük | 1920 x 1080,Tepki Süresi | 0.5 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Var,Ekran Yenilenme Hızı | 360 Hz,monitor_image_356.png
monitor,"AOC 27"" Q27g2e/bk 155hz 1ms Hdmı Dp Freesync Premium Adaptive Sync Qhd Va Gaming Monitör Q27G2E/BK",6.099 TL,1,,5,64 Favori,Ekran Boyutu | 27 inç,Ekran Yenilenme Hızı | 144 Hz,Çözünürlük | 2560 x 1440,Panel Tipi | VA,Tepki Süresi | 1 ms,Dahili Hoparlör | Yok,Vesa Uyumluluğu | Yok,Görüntüleme Teknolojisi | VA,monitor_image_357.png
monitor,"LENOVO L22i-40 21.5"" 75Hz 4ms (HDMI-VGA) FHD IPS Wled Monitör 67AEKACBTK",2.519 TL,5,4.8,5,68 Favori,"Ekran Boyutu | 21,5 inç",Ekran Yenilenme Hızı | 75 Hz,Çözünürlük | 1920 x 1080,Panel Tipi | IPS,Tepki Süresi | 4 ms,Görüntüleme Teknolojisi | IPS,Curved (Kavisli) | Yok,Garanti Tipi | Lenovo Türkiye Garantili,monitor_image_358.png
monitor,ACER KA240YHBMIX UM.QX0EE.H05 23.8 Inç 1920X1080 100HZ 1ms HDMI +Vga Hoparlör 2WX2,2.699 TL,1,1.0,,80 Favori,Ekran Yenilenme Hızı | 100 Hz,"Ekran Boyutu | 23,8 inç",Görüntüleme Teknolojisi | LED,Panel Tipi | VA,Çözünürlük | 1920 x 1080,Sync Teknolojisi | FreeSync,Tepki Süresi | 1 ms,Dahili Hoparlör | Var,monitor_image_359.png
television,ONVO 32OV5000H 32'' LED TV ON325000H,3.399 TL,1,5.0,24,357 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Onvo Garantili,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_360.png
television,Grundig 50 GHU 8000 50'' 126 Ekran Uydu Alıcılı UHD 4K Google TV CJ7T00,12.599 TL,3,5.0,40,841 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Arçelik Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_361.png
television,"ONVO Ov32150 32"" 81 Ekran Uydu Alıcılı Hd Ready Led Tv OV32150",4.599 TL,,,,,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,television_image_362.png
television,"TCL 75C745 75"" 190 Ekran Uydu Alıcılı 4K Ultra HD Google Smart QLED TV TV-C745",54.999 TL,,,4,61 Favori,"Ekran Boyutu | 75"" / 190 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 2 Yıl,Garanti Tipi | Bilkom Garantili,Çözünürlük (Piksel) | 3840 x 2160,television_image_363.png
television,Sunny SN43DAL540 43'' 109 Ekran Uydu Alıcılı Full HD WebOS Smart LED TV,6.999 TL,255,4.4,506,8949 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Sunny Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_364.png
television,"TCL 65P635 65"" 165 Ekran Uydu Alıcılı 4K Ultra HD Google Smart LED TV TV-P635",19.399 TL,16,4.3,60,1444 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_365.png
television,VESTEL 50UA9631 50'' 126 Ekran 4K Smart Android TV 20278119,11.997 TL,14,4.4,85,1262 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Garanti Süresi | 3 Yıl,Görüntüleme Teknolojisi | DLED,Renk | Siyah,television_image_366.png
television,Grundig 43 Ghu 7000 B Uydu Alıcılı Uhd Android Led Tv AP1T00,8.599 TL,17,4.1,44,908 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Grundig Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_367.png
